Customer_Name,Gender,Age,Region,Product,Units_Sold,Unit_Price,Payment_Method,Order_Date,Customer_Rating,Sales_Amount
Priya Mishra,Female,45,West,Mobile,4,40461,Netbanking,11/16/2024,2.6,161844
Rahul Verma,Female,46,East,Laptop,8,29618,Cash,8/30/2023,4.3,236944
Priya Sharma,Male,30,South,Laptop,2,35381,Netbanking,1/5/2023,1.7,70762
Sneha Mishra,Female,52,South,Headphones,1,16780,UPI,8/18/2024,1.1,16780
Ananya Gupta,Male,23,South,Tablet,3,22763,Cash,12/27/2023,1.8,68289
Krishna Choudhary,Female,35,East,Tablet,9,14065,UPI,4/3/2024,2.4,126585
Vihaan Joshi,Female,22,South,Tablet,4,20854,Cash,9/5/2023,3,83416
Vivaan Sharma,Female,42,East,Tablet,5,43451,UPI,7/19/2024,3.5,217255
Vihaan Nair,Male,19,South,Laptop,2,26143,UPI,11/3/2024,4.6,52286
Vihaan Verma,Male,27,East,Headphones,4,24148,UPI,2/26/2024,3,96592
Riya Verma,Female,47,East,Charger,2,42471,Card,1/15/2023,3,84942
Riya Mishra,Male,22,South,Laptop,2,19158,Netbanking,7/26/2024,1.2,38316
Tanya Reddy,Male,50,South,Headphones,4,21753,UPI,5/2/2023,1.1,87012
Priya Choudhary,Female,18,North,Tablet,6,49063,Netbanking,10/4/2023,3.2,294378
Sneha Choudhary,Male,35,East,Charger,7,26890,Netbanking,7/11/2024,2.8,188230
Kabir Sharma,Male,49,North,Mobile,3,23628,Netbanking,3/28/2024,4.4,70884
Aryan Nair,Male,28,North,Charger,3,13989,Card,1/25/2024,1.6,41967
Aarav Gupta,Male,38,South,Charger,6,38814,UPI,10/21/2023,1.1,232884
Rohan Verma,Male,43,West,Headphones,3,33158,Netbanking,7/27/2024,2.8,99474
Aarav Reddy,Male,42,South,Headphones,2,7352,Card,8/20/2024,1.9,14704
Ishaan Kumar,Male,39,South,Laptop,8,29950,UPI,3/21/2024,1.2,239600
Ananya Reddy,Male,44,West,Laptop,5,3051,Cash,7/29/2023,3.9,15255
Diya Patel,Male,30,East,Headphones,1,6911,Card,8/12/2024,1.4,6911
Rahul Patel,Female,50,West,Mobile,3,49659,Netbanking,12/14/2024,3.4,148977
Krishna Reddy,Female,51,East,Tablet,8,33743,Cash,10/29/2023,2.1,269944
Krishna Patel,Male,58,North,Headphones,4,22300,Card,8/11/2023,1.7,89200
Riya Sharma,Female,52,North,Charger,7,10903,Cash,1/3/2023,2.5,76321
Aarav Kumar,Female,18,North,Tablet,2,7739,Cash,6/1/2024,4.2,15478
Simran Joshi,Male,38,West,Headphones,7,7210,Card,4/3/2023,2.6,50470
Ishaan Sharma,Female,23,West,Laptop,5,21884,Netbanking,6/3/2024,4,109420
Tanya Verma,Female,45,North,Tablet,5,21538,Netbanking,3/3/2024,1.5,107690
Rahul Sharma,Female,34,North,Laptop,6,41346,Cash,5/7/2024,4.1,248076
Ishaan Choudhary,Female,22,West,Tablet,9,22947,Netbanking,8/23/2023,1.9,206523
Aryan Kumar,Male,48,West,Headphones,6,2785,UPI,9/11/2024,3.7,16710
Kavya Gupta,Female,22,West,Tablet,8,38491,UPI,6/10/2023,3.3,307928
Diya Joshi,Male,55,East,Mobile,7,14021,Cash,12/21/2024,4.7,98147
Krishna Nair,Female,20,West,Laptop,9,48157,Cash,11/27/2023,2.5,433413
Krishna Kumar,Female,40,South,Tablet,4,7471,Card,11/29/2023,1.3,29884
Rahul Gupta,Male,54,South,Charger,2,29639,UPI,2/19/2023,1.1,59278
Aisha Verma,Female,54,West,Mobile,7,20409,Cash,6/6/2024,4.3,142863
Kavya Verma,Male,27,North,Laptop,6,12031,Cash,10/29/2024,3.1,72186
Isha Patel,Male,27,West,Laptop,1,15221,Cash,5/6/2024,4.1,15221
Rahul Choudhary,Male,36,East,Mobile,9,19706,Cash,8/4/2024,1.9,177354
Aryan Sharma,Female,34,North,Charger,9,38211,Card,11/11/2024,2.4,343899
Vivaan Mishra,Female,38,South,Tablet,2,7030,UPI,9/29/2023,1.1,14060
Aditya Reddy,Male,31,East,Mobile,3,11616,Cash,8/2/2024,4.8,34848
Tanya Mishra,Male,26,South,Laptop,5,758,UPI,9/9/2023,3.7,3790
Vihaan Choudhary,Female,18,North,Charger,5,782,Card,7/13/2024,4.7,3910
Sneha Mishra,Female,30,South,Tablet,1,14437,Cash,11/26/2024,2.1,14437
Aisha Kumar,Male,21,West,Mobile,8,2398,Netbanking,11/29/2024,3.4,19184
Simran Choudhary,Male,18,North,Laptop,8,4635,Netbanking,3/31/2023,3.7,37080
Isha Kumar,Female,57,South,Mobile,4,7129,Cash,3/21/2024,2.3,28516
Kabir Reddy,Female,49,North,Charger,7,44436,Card,11/28/2023,4.4,311052
Vivaan Reddy,Male,51,West,Charger,3,20084,Netbanking,5/19/2023,4.8,60252
Diya Joshi,Female,45,North,Tablet,6,24051,UPI,12/23/2023,4.5,144306
Priya Verma,Male,48,West,Laptop,9,33880,Cash,8/23/2024,4,304920
Kabir Verma,Female,25,South,Laptop,1,47471,UPI,10/1/2023,2.1,47471
Ananya Gupta,Female,56,South,Headphones,5,17571,Netbanking,1/19/2023,2.1,87855
Kavya Gupta,Male,43,North,Headphones,4,20574,Netbanking,11/7/2023,4.9,82296
Krishna Mishra,Female,51,North,Headphones,8,25688,Netbanking,6/3/2023,1,205504
Priya Choudhary,Male,20,East,Laptop,1,2807,Netbanking,1/25/2024,3.9,2807
Krishna Kumar,Male,29,South,Headphones,9,40401,Card,9/17/2023,3.8,363609
Sneha Sharma,Male,18,West,Tablet,6,11705,UPI,9/11/2024,3.5,70230
Vihaan Mishra,Female,22,East,Laptop,4,6406,Card,7/24/2024,5,25624
Simran Nair,Female,47,North,Headphones,9,3091,UPI,5/5/2023,2.2,27819
Rohan Patel,Female,47,East,Headphones,5,15649,UPI,12/20/2023,2.4,78245
Vivaan Choudhary,Male,34,West,Charger,5,45418,Cash,9/30/2023,1.3,227090
Aisha Nair,Female,40,West,Headphones,5,40451,Netbanking,9/10/2024,2.8,202255
Diya Kumar,Male,32,West,Laptop,1,25650,UPI,9/2/2023,2,25650
Ishaan Kumar,Female,54,North,Mobile,1,32352,Netbanking,3/25/2024,2.4,32352
Ishaan Kumar,Female,38,South,Tablet,8,43370,Card,9/4/2023,4.3,346960
Rohan Sharma,Male,31,East,Laptop,8,1783,Card,6/3/2024,4.7,14264
Isha Gupta,Female,19,North,Headphones,6,34191,Netbanking,5/21/2023,1.7,205146
Aditya Joshi,Female,28,South,Headphones,4,1625,Card,12/28/2023,2.5,6500
Aisha Gupta,Male,56,North,Laptop,2,2029,UPI,1/8/2023,4.7,4058
Aisha Mishra,Male,55,South,Headphones,2,26670,Card,4/22/2024,1.2,53340
Diya Sharma,Male,51,North,Charger,9,8938,Netbanking,12/18/2023,1.4,80442
Rahul Patel,Female,55,West,Headphones,5,20595,Netbanking,5/9/2024,1.7,102975
Priya Patel,Male,51,South,Laptop,4,16654,Cash,8/28/2024,3.4,66616
Vihaan Gupta,Male,35,East,Tablet,1,8504,Card,3/2/2024,1.6,8504
Krishna Mishra,Female,47,South,Charger,7,10252,Netbanking,2/8/2023,4.9,71764
Rahul Sharma,Female,32,North,Mobile,3,43860,Netbanking,8/15/2024,2.8,131580
Riya Mishra,Male,44,West,Charger,6,27319,UPI,7/6/2023,3,163914
Tanya Choudhary,Male,51,West,Mobile,5,37132,Card,8/18/2024,2,185660
Riya Patel,Male,55,East,Charger,5,27015,UPI,8/22/2024,2.9,135075
Vihaan Joshi,Male,50,North,Mobile,5,24717,Card,4/3/2023,3.6,123585
Ananya Choudhary,Female,41,East,Laptop,1,23672,Card,3/27/2023,4,23672
Riya Patel,Male,32,East,Tablet,1,33494,UPI,2/13/2023,4,33494
Isha Joshi,Female,47,South,Headphones,3,15536,Cash,5/17/2023,3.3,46608
Aisha Joshi,Female,59,South,Laptop,4,12239,Cash,2/25/2024,4.6,48956
Ishaan Choudhary,Female,34,East,Mobile,5,32720,Cash,3/15/2023,4.3,163600
Rohan Nair,Male,22,South,Charger,2,49916,Card,7/1/2024,4,99832
Tanya Nair,Female,46,West,Headphones,8,10087,Cash,9/4/2024,1.2,80696
Vivaan Mishra,Female,21,West,Mobile,2,45017,UPI,5/26/2024,1,90034
Tanya Reddy,Male,27,North,Charger,9,30629,Cash,6/5/2023,1.8,275661
Tanya Joshi,Male,34,West,Tablet,2,1145,Card,9/12/2023,3.7,2290
Simran Choudhary,Male,27,West,Headphones,9,31430,Netbanking,6/20/2023,2.6,282870
Ananya Patel,Male,34,South,Laptop,7,16799,UPI,12/28/2024,2.6,117593
Diya Kumar,Male,37,West,Headphones,8,30590,UPI,6/19/2023,4.5,244720
Ananya Kumar,Female,41,North,Tablet,2,22453,Cash,11/18/2023,4.6,44906
Aryan Nair,Male,22,South,Laptop,7,46943,Netbanking,7/20/2024,4.6,328601
Rahul Choudhary,Male,51,West,Headphones,6,26975,Cash,3/31/2024,2.3,161850
Sneha Patel,Female,23,West,Tablet,4,19388,UPI,8/25/2024,3.8,77552
Aryan Mishra,Female,19,North,Charger,7,44232,Card,9/4/2024,2.1,309624
Vivaan Reddy,Female,30,West,Mobile,4,16587,Netbanking,6/4/2023,1.8,66348
Krishna Joshi,Female,28,East,Laptop,2,46805,Cash,12/15/2023,1.7,93610
Tanya Gupta,Male,40,South,Charger,7,46537,Netbanking,3/26/2024,2.4,325759
Ishaan Patel,Female,33,North,Charger,8,9846,Card,10/14/2024,2.7,78768
Kavya Gupta,Male,48,East,Laptop,2,1087,Cash,6/22/2023,4.3,2174
Ananya Sharma,Male,28,West,Mobile,5,13263,Netbanking,1/10/2023,1.5,66315
Aisha Joshi,Male,33,West,Charger,1,42445,Cash,9/22/2023,3.9,42445
Rahul Gupta,Male,25,North,Charger,7,4579,Card,3/13/2024,3.1,32053
Aisha Reddy,Female,21,North,Mobile,8,36616,Card,9/4/2023,2.2,292928
Kabir Sharma,Male,57,West,Laptop,6,20715,Cash,10/28/2024,3,124290
Rohan Verma,Male,21,South,Charger,5,26317,Netbanking,6/29/2024,2.2,131585
Riya Sharma,Male,42,South,Mobile,6,25265,UPI,5/13/2024,3.4,151590
Sneha Verma,Female,20,West,Headphones,2,30612,UPI,5/9/2023,2.7,61224
Krishna Nair,Female,49,West,Laptop,1,26056,UPI,11/2/2024,1.7,26056
Sneha Reddy,Male,20,West,Tablet,7,18599,Card,8/23/2024,1.5,130193
Rahul Verma,Male,44,East,Charger,7,44053,Card,8/27/2024,3.2,308371
Aryan Patel,Male,46,North,Tablet,2,45596,Netbanking,11/23/2023,4.6,91192
Aditya Reddy,Male,49,North,Mobile,2,6950,Netbanking,2/8/2024,2.4,13900
Tanya Kumar,Male,36,West,Charger,1,13730,UPI,9/20/2024,3.9,13730
Kavya Verma,Female,38,North,Headphones,8,29509,Netbanking,8/28/2024,3.6,236072
Vihaan Nair,Female,22,West,Laptop,8,5933,Card,11/5/2024,4.7,47464
Aryan Gupta,Female,35,South,Laptop,1,34366,Netbanking,9/2/2024,4.3,34366
Rahul Reddy,Female,45,East,Charger,8,40364,UPI,9/16/2024,3.3,322912
Aditya Patel,Female,59,East,Headphones,9,19210,Card,12/25/2023,3.6,172890
Isha Gupta,Female,39,North,Tablet,4,11939,Cash,8/25/2024,4.6,47756
Ananya Joshi,Male,38,North,Tablet,1,42355,UPI,12/18/2024,2.6,42355
Isha Reddy,Male,23,West,Tablet,1,16521,Cash,1/17/2023,2.3,16521
Tanya Kumar,Female,18,North,Headphones,3,6916,Netbanking,10/1/2023,1,20748
Rahul Joshi,Male,22,North,Charger,5,7480,Cash,11/15/2024,4.3,37400
Priya Sharma,Male,58,North,Charger,5,18558,Netbanking,4/26/2023,4.2,92790
Aarav Joshi,Female,29,North,Mobile,9,11601,UPI,11/23/2024,1.4,104409
Aryan Joshi,Female,43,West,Charger,2,41218,Netbanking,4/1/2023,3.3,82436
Aisha Reddy,Male,51,South,Tablet,2,33102,Cash,3/23/2023,2.9,66204
Tanya Kumar,Male,31,East,Charger,6,9622,Netbanking,11/20/2023,1.5,57732
Aditya Verma,Male,43,North,Charger,9,13076,UPI,4/24/2023,4.9,117684
Rohan Reddy,Female,44,South,Mobile,1,28016,Netbanking,2/27/2023,1.9,28016
Simran Verma,Female,26,East,Laptop,9,22933,UPI,6/3/2023,1.3,206397
Ananya Gupta,Female,43,North,Charger,9,1589,Card,2/8/2024,3.4,14301
Vivaan Patel,Female,39,South,Headphones,9,37846,Netbanking,9/19/2024,4,340614
Kavya Sharma,Female,47,North,Headphones,5,9627,UPI,9/23/2023,1.1,48135
Aryan Nair,Female,34,South,Charger,9,10987,UPI,11/11/2023,3.6,98883
Aisha Patel,Female,43,North,Mobile,4,655,UPI,12/15/2024,3.1,2620
Kavya Gupta,Male,53,South,Tablet,2,2458,UPI,2/10/2023,1.4,4916
Tanya Choudhary,Female,18,East,Headphones,6,11193,Cash,4/15/2023,1.7,67158
Priya Patel,Female,25,West,Mobile,4,39612,Cash,7/12/2023,3.3,158448
Sneha Verma,Male,52,West,Mobile,6,39047,UPI,2/5/2024,2.2,234282
Ishaan Sharma,Female,32,South,Charger,3,29295,UPI,10/5/2023,4.8,87885
Kabir Reddy,Female,39,South,Mobile,6,21947,Cash,12/20/2023,4.3,131682
Priya Joshi,Female,31,South,Mobile,2,37098,Card,8/2/2024,4.9,74196
Krishna Verma,Female,43,East,Mobile,2,42314,Cash,12/9/2024,2,84628
Kabir Joshi,Female,45,East,Mobile,9,25715,Cash,9/13/2023,4.9,231435
Vihaan Gupta,Male,40,South,Tablet,7,10294,Netbanking,10/12/2024,2.7,72058
Aisha Mishra,Male,31,East,Tablet,3,33709,Cash,10/22/2024,2.4,101127
Kavya Verma,Female,41,South,Mobile,1,22924,UPI,4/9/2023,1.2,22924
Riya Mishra,Male,19,South,Headphones,8,47746,Card,8/10/2024,1.2,381968
Riya Verma,Female,43,North,Tablet,6,37896,UPI,10/9/2023,3.8,227376
Simran Verma,Male,31,South,Mobile,7,6870,Card,2/7/2024,2.8,48090
Rohan Gupta,Female,24,North,Tablet,9,10028,Netbanking,4/19/2023,1.9,90252
Tanya Choudhary,Male,20,East,Charger,5,28776,Card,11/30/2024,3.5,143880
Aryan Verma,Male,40,South,Mobile,1,44833,Card,7/18/2023,2,44833
Aryan Verma,Male,35,East,Tablet,7,8679,Netbanking,10/30/2023,3.3,60753
Tanya Kumar,Male,55,East,Laptop,5,49281,Card,11/23/2023,2.4,246405
Diya Mishra,Female,52,West,Headphones,3,17343,Netbanking,6/3/2023,4.3,52029
Aarav Mishra,Female,32,South,Charger,9,24452,Card,7/5/2024,4.3,220068
Aisha Gupta,Female,42,South,Laptop,1,33660,Card,10/6/2024,2.9,33660
Aisha Nair,Male,54,South,Charger,1,45398,UPI,2/9/2024,2.4,45398
Rahul Reddy,Female,45,West,Mobile,1,30016,Cash,4/6/2024,2.5,30016
Rahul Reddy,Female,27,East,Charger,3,10949,UPI,5/12/2023,4.2,32847
Aisha Mishra,Male,56,East,Headphones,6,21625,Card,3/25/2023,2.3,129750
Sneha Nair,Male,34,South,Tablet,3,7918,Netbanking,2/3/2024,1.8,23754
Aryan Nair,Female,56,West,Charger,8,23246,UPI,9/19/2024,1.3,185968
Krishna Patel,Male,39,East,Charger,2,2954,UPI,4/19/2023,2.9,5908
Aarav Reddy,Male,43,East,Headphones,9,18261,Netbanking,8/9/2023,2.9,164349
Vihaan Kumar,Female,42,North,Charger,3,15723,Card,7/6/2024,4.4,47169
Rahul Kumar,Male,34,North,Charger,5,7201,Netbanking,1/3/2024,1.9,36005
Vihaan Verma,Female,30,East,Laptop,8,3097,UPI,5/27/2023,2.5,24776
Priya Patel,Male,37,West,Tablet,2,641,Netbanking,4/22/2023,4.2,1282
Rohan Patel,Female,42,South,Laptop,6,3159,Netbanking,9/6/2024,4.3,18954
Krishna Verma,Male,21,North,Headphones,5,21480,Card,7/11/2024,2.5,107400
Ananya Nair,Male,27,West,Charger,9,9531,UPI,5/8/2024,2.8,85779
Simran Joshi,Female,20,West,Tablet,5,15537,UPI,5/19/2024,2.2,77685
Aisha Gupta,Male,58,South,Headphones,2,47238,Netbanking,4/19/2024,4.7,94476
Aarav Verma,Male,35,North,Tablet,5,38929,Card,9/28/2023,1.5,194645
Ananya Choudhary,Female,53,North,Headphones,4,6642,Card,2/25/2024,4.7,26568
Simran Joshi,Female,39,North,Laptop,7,12609,UPI,12/7/2024,3.7,88263
Vihaan Gupta,Male,51,North,Headphones,6,22510,UPI,1/2/2024,3.1,135060
Ananya Gupta,Female,25,North,Tablet,2,9287,Netbanking,10/7/2023,1.1,18574
Aisha Reddy,Male,57,North,Tablet,5,43364,Netbanking,10/10/2023,2.9,216820
Tanya Gupta,Male,36,North,Mobile,7,8972,UPI,2/9/2023,2.6,62804
Riya Gupta,Female,59,North,Headphones,7,23883,Card,7/8/2023,1.6,167181
Vihaan Gupta,Male,58,North,Charger,5,4749,Card,6/13/2023,3.6,23745
Rohan Reddy,Female,54,East,Charger,9,48217,Netbanking,6/19/2024,4.9,433953
Vivaan Reddy,Male,23,East,Mobile,4,35018,Card,6/19/2024,3.2,140072
Vihaan Patel,Female,43,South,Headphones,3,18851,Card,1/4/2023,3.9,56553
Ishaan Sharma,Male,51,West,Laptop,4,4588,UPI,10/17/2023,1.3,18352
Kavya Joshi,Female,23,West,Laptop,5,15782,Netbanking,3/8/2024,2.7,78910
Aarav Gupta,Male,54,East,Tablet,6,19830,Cash,4/15/2024,1.5,118980
Riya Joshi,Female,50,North,Tablet,3,42909,Netbanking,6/30/2023,3.5,128727
Simran Verma,Female,39,North,Headphones,2,22278,Card,9/5/2023,4.8,44556
Rohan Choudhary,Female,38,West,Mobile,4,24764,Card,9/19/2024,3.6,99056
Aisha Verma,Female,23,East,Headphones,5,5575,Cash,10/6/2023,1.3,27875
Diya Reddy,Female,23,West,Tablet,4,10912,Netbanking,8/3/2024,2.4,43648
Vihaan Joshi,Female,21,East,Tablet,3,48954,Netbanking,9/11/2023,3.2,146862
Rohan Choudhary,Female,47,West,Headphones,8,28865,Netbanking,6/30/2023,2.6,230920
Aarav Nair,Female,28,North,Headphones,4,7730,Card,11/11/2024,4.3,30920
Ishaan Nair,Female,47,East,Laptop,2,48700,Netbanking,5/23/2024,4.3,97400
Aisha Mishra,Male,48,West,Laptop,2,11502,Card,11/30/2024,3.4,23004
Ananya Kumar,Female,41,North,Charger,1,14447,Card,7/19/2024,2.5,14447
Priya Nair,Male,26,West,Charger,4,14186,Cash,11/22/2023,2,56744
Aditya Choudhary,Female,20,East,Laptop,9,29804,Cash,12/23/2023,1.4,268236
Vivaan Mishra,Female,48,West,Headphones,7,13574,UPI,10/11/2024,2.4,95018
Priya Nair,Male,57,West,Tablet,7,4993,Card,11/10/2024,2.7,34951
Isha Joshi,Female,54,North,Mobile,7,34728,UPI,1/26/2024,3.7,243096
Krishna Kumar,Female,53,South,Charger,8,14640,Card,9/6/2024,3.6,117120
Kavya Nair,Male,41,North,Charger,1,32155,UPI,3/26/2023,1.3,32155
Diya Sharma,Male,48,West,Tablet,8,43972,Card,11/13/2023,2.6,351776
Vivaan Joshi,Female,23,East,Charger,4,49937,UPI,7/31/2023,1.7,199748
Rohan Kumar,Female,19,North,Laptop,4,49916,UPI,5/29/2024,1.6,199664
Ishaan Verma,Female,37,West,Laptop,4,7316,Cash,1/19/2024,4.3,29264
Kavya Nair,Female,45,West,Tablet,6,12139,Netbanking,11/21/2024,1.2,72834
Krishna Joshi,Female,28,East,Charger,7,47692,Netbanking,12/8/2023,2.7,333844
Tanya Choudhary,Female,21,East,Charger,6,47233,Cash,2/7/2023,1.7,283398
Aryan Mishra,Female,32,West,Charger,1,29992,Card,5/25/2024,4.5,29992
Riya Reddy,Female,23,North,Tablet,8,11740,Cash,2/24/2024,3.2,93920
Rohan Kumar,Male,47,East,Charger,7,33198,UPI,6/18/2023,1.9,232386
Sneha Patel,Female,55,West,Mobile,6,27457,Netbanking,12/9/2023,3,164742
Ananya Reddy,Female,19,South,Headphones,6,33308,Card,11/2/2023,3.9,199848
Riya Gupta,Male,32,South,Tablet,5,6327,UPI,6/25/2024,4.8,31635
Ishaan Nair,Female,28,East,Tablet,6,33262,Card,12/2/2024,1.9,199572
Krishna Verma,Female,25,South,Charger,9,8759,UPI,6/20/2024,4.5,78831
Aarav Kumar,Female,43,West,Tablet,9,15349,Netbanking,4/22/2023,4.7,138141
Vihaan Kumar,Female,22,North,Laptop,8,16732,UPI,2/15/2024,4.7,133856
Diya Choudhary,Female,23,North,Mobile,9,41072,UPI,7/25/2023,3.5,369648
Aisha Nair,Female,43,South,Tablet,8,24673,UPI,7/4/2023,3.5,197384
Priya Mishra,Female,21,West,Laptop,8,5874,Cash,1/17/2024,2.6,46992
Krishna Choudhary,Female,36,North,Laptop,1,21674,Netbanking,5/10/2024,4,21674
Aarav Mishra,Male,37,East,Headphones,5,24067,Netbanking,1/14/2024,3.1,120335
Simran Sharma,Female,50,West,Mobile,4,35792,UPI,2/16/2023,3.7,143168
Vivaan Joshi,Male,37,West,Laptop,2,9777,Netbanking,7/4/2024,2.7,19554
Krishna Gupta,Male,29,East,Headphones,8,32100,Card,6/11/2024,3.9,256800
Sneha Joshi,Male,18,West,Laptop,3,10385,Netbanking,5/18/2024,4.3,31155
Simran Kumar,Male,43,South,Headphones,4,1278,UPI,1/22/2023,1.6,5112
Priya Verma,Male,31,East,Charger,7,29665,Netbanking,8/1/2023,4.3,207655
Rohan Reddy,Female,55,East,Tablet,9,1992,UPI,11/6/2023,3.2,17928
Simran Kumar,Female,54,East,Mobile,2,30962,Cash,10/22/2024,4.4,61924
Diya Patel,Female,28,East,Tablet,3,14115,Netbanking,9/29/2023,2.7,42345
Krishna Gupta,Female,53,South,Mobile,4,45400,Card,7/24/2024,2.5,181600
Diya Nair,Male,30,East,Headphones,1,43446,UPI,7/21/2023,4.7,43446
Aarav Mishra,Female,20,East,Tablet,7,8351,Cash,2/1/2023,2,58457
Sneha Nair,Male,50,North,Mobile,2,16788,Cash,3/18/2024,4.4,33576
Aryan Joshi,Female,23,East,Headphones,5,7656,Cash,6/11/2023,2.9,38280
Rahul Mishra,Female,27,West,Mobile,1,2544,Netbanking,9/11/2023,3.1,2544
Tanya Reddy,Female,22,South,Laptop,3,7868,Card,6/4/2024,2.2,23604
Sneha Kumar,Female,40,South,Mobile,2,20400,Cash,10/12/2024,3.3,40800
Aditya Verma,Female,27,North,Mobile,1,31100,Cash,4/24/2024,2.3,31100
Krishna Nair,Male,19,South,Headphones,7,46903,Netbanking,1/10/2023,1.2,328321
Aryan Sharma,Male,30,West,Charger,5,26134,Netbanking,12/26/2024,2.1,130670
Riya Sharma,Male,57,East,Mobile,1,9668,Card,5/19/2024,1,9668
Aarav Choudhary,Female,19,North,Laptop,6,21461,Card,7/13/2024,4.9,128766
Diya Reddy,Female,37,South,Headphones,5,44596,Card,3/11/2024,4.9,222980
Ishaan Mishra,Female,18,East,Laptop,3,46587,Cash,4/21/2023,2.6,139761
Aryan Patel,Male,54,East,Charger,7,24352,Cash,6/2/2023,3.9,170464
Krishna Choudhary,Female,26,West,Headphones,9,33610,Netbanking,9/26/2024,2.4,302490
Aarav Nair,Male,34,South,Headphones,9,32674,Cash,4/12/2023,3.7,294066
Vivaan Verma,Female,26,South,Tablet,9,34715,UPI,7/10/2023,4.2,312435
Simran Joshi,Male,28,South,Mobile,2,27455,Card,12/29/2024,4.8,54910
Simran Choudhary,Male,32,East,Laptop,3,7081,Cash,7/16/2024,2.6,21243
Aryan Patel,Male,41,North,Laptop,7,45119,Card,3/22/2023,4.1,315833
Aarav Patel,Male,55,West,Tablet,5,6817,Cash,5/3/2024,2.1,34085
Kabir Mishra,Female,52,East,Headphones,2,43356,Card,3/29/2023,5,86712
Sneha Kumar,Female,47,North,Tablet,3,46214,Card,7/13/2023,1.1,138642
Kavya Verma,Male,48,East,Mobile,6,27149,Card,4/14/2023,3.4,162894
Krishna Kumar,Female,22,South,Laptop,7,23632,Netbanking,4/6/2023,3.6,165424
Kabir Verma,Female,31,West,Headphones,9,17289,Netbanking,2/27/2024,3.8,155601
Riya Gupta,Female,28,North,Mobile,1,15067,Card,7/17/2023,1.5,15067
Krishna Kumar,Male,26,West,Headphones,7,15368,Card,1/1/2023,4.8,107576
Aisha Nair,Female,51,East,Charger,8,24870,Card,2/11/2024,1.7,198960
Isha Joshi,Female,29,West,Laptop,3,43033,Cash,1/13/2024,3.5,129099
Vihaan Reddy,Female,52,West,Mobile,4,30983,Cash,6/16/2023,1.9,123932
Vihaan Verma,Female,52,South,Mobile,6,12966,Card,5/23/2024,2.2,77796
Vihaan Patel,Female,18,South,Headphones,7,29303,Cash,9/29/2024,3.2,205121
Isha Sharma,Male,57,South,Charger,4,18730,Cash,11/9/2023,2.7,74920
Diya Choudhary,Male,39,East,Laptop,8,18362,Card,8/15/2024,1.6,146896
Isha Choudhary,Female,46,South,Charger,5,43855,UPI,2/22/2024,1.7,219275
Ishaan Sharma,Male,25,South,Charger,1,31759,Netbanking,11/11/2024,2.7,31759
Ishaan Choudhary,Male,28,North,Laptop,4,34039,UPI,4/21/2024,4,136156
Aditya Gupta,Female,58,East,Headphones,3,22409,Netbanking,3/14/2023,4.6,67227
Simran Kumar,Female,54,East,Tablet,9,31295,UPI,5/21/2023,1.3,281655
Rahul Choudhary,Male,31,South,Mobile,8,49568,Card,8/4/2024,2.6,396544
Ananya Gupta,Male,47,East,Mobile,1,9270,Card,9/19/2023,1.4,9270
Ishaan Kumar,Male,52,East,Tablet,6,11593,UPI,12/6/2023,1.1,69558
Tanya Sharma,Female,38,East,Mobile,9,47071,Netbanking,11/4/2023,3.6,423639
Vihaan Kumar,Male,54,East,Mobile,7,693,Netbanking,9/2/2023,3.4,4851
Rohan Mishra,Female,22,West,Tablet,4,35275,Netbanking,5/29/2024,1.7,141100
Aryan Mishra,Male,36,West,Headphones,1,18069,Card,12/3/2023,1.9,18069
Aarav Gupta,Female,31,South,Laptop,2,11690,Card,7/28/2024,1.1,23380
Ananya Reddy,Female,43,North,Charger,5,43252,UPI,7/14/2024,4.3,216260
Aisha Reddy,Male,21,South,Laptop,5,32827,UPI,3/17/2023,4.9,164135
Vivaan Choudhary,Male,42,East,Tablet,8,42570,UPI,6/24/2023,1.5,340560
Sneha Reddy,Female,59,South,Mobile,6,20889,UPI,4/19/2023,1.9,125334
Vihaan Gupta,Female,42,South,Headphones,8,40697,Card,7/2/2023,4.5,325576
Aryan Reddy,Female,35,East,Charger,2,2761,Card,7/11/2023,4.7,5522
Priya Choudhary,Female,57,West,Tablet,3,28869,Netbanking,3/6/2023,2.7,86607
Diya Patel,Female,25,North,Laptop,6,27012,Card,4/18/2024,1.2,162072
Simran Nair,Male,56,East,Tablet,3,7216,Cash,4/10/2023,1.2,21648
Rohan Nair,Male,57,South,Tablet,6,21759,Netbanking,6/27/2024,3.3,130554
Vihaan Kumar,Male,31,East,Laptop,6,29433,UPI,5/8/2023,2.6,176598
Riya Patel,Female,49,North,Mobile,2,42189,UPI,3/27/2024,1.1,84378
Vivaan Sharma,Female,55,East,Laptop,7,4878,Netbanking,1/4/2024,3.3,34146
Aryan Mishra,Female,50,North,Charger,2,41083,Card,2/12/2023,1,82166
Aryan Verma,Male,40,East,Mobile,6,47046,Card,2/23/2024,4.1,282276
Aisha Choudhary,Male,32,North,Tablet,1,20335,Cash,5/2/2024,2.2,20335
Riya Reddy,Male,50,South,Tablet,3,29533,Cash,3/19/2023,1.2,88599
Aryan Patel,Male,42,West,Charger,2,24500,Netbanking,9/27/2023,3.4,49000
Riya Reddy,Female,34,West,Mobile,7,45996,Cash,11/4/2024,2.6,321972
